FID,Shape *,FID_newpon,First_Trea,Area,FID_Total_,OBJECTID,fea_type,mslink,No_bill,Proposed,Notes,FEA_AREA,ShapeSTAre,ShapeSTLen,BUILDINGFO,SOURCE,FootprintT,BuildingUs,BuildingCl,Name,Shape_STAr,Shape_STLe,Shape_Leng,Shape_Area,ImpArea,,Tot Imperv
1799,Polygon ZM,0,PD 2348-002,58228826.73,213640,0, ,0, , , ,0,0,0,183156,Dane County,Eave,Residential,Primary, ,1924.436401,183.17122,0.000584,0,2331.950569,,
1800,Polygon ZM,0,PD 2348-002,58228826.73,213641,0, ,0, , , ,0,0,0,183157,Dane County,Eave,Residential,Primary, ,2294.398346,219.547314,0.000724,0,392.4065,,
1801,Polygon ZM,0,PD 2348-002,58228826.73,213642,0, ,0, , , ,0,0,0,183158,Dane County,Eave,Residential,Primary, ,1973.358643,220.898046,0.000709,0,1391.923402,,
1802,Polygon ZM,0,PD 2348-002,58228826.73,213885,0, ,0, , , ,0,0,0,183401,Dane County,Eave,Residential,Primary, ,2714.056885,247.201013,0.000811,0,5088.330596,,
1803,Polygon ZM,0,PD 2348-002,58228826.73,213886,0, ,0, , , ,0,0,0,183402,Dane County,Eave,Residential,Primary, ,2070.268738,197.167609,0.000651,0,3881.349319,,
1804,Polygon ZM,0,PD 2348-002,58228826.73,213887,0, ,0, , , ,0,0,0,183403,Dane County,Eave,Residential,Primary, ,2195.919403,203.021649,0.000677,0,4116.889265,,
1805,Polygon ZM,0,PD 2348-002,58228826.73,213888,0, ,0, , , ,0,0,0,183404,Dane County,Eave,Residential,Primary, ,2775.048767,241.293925,0.000792,0,5202.596787,,
1806,Polygon ZM,0,PD 2348-002,58228826.73,213889,0, ,0, , , ,0,0,0,183405,Dane County,Eave,Residential,Primary, ,2703.84906,242.064378,0.000803,0,5068.996805,,
1807,Polygon ZM,0,PD 2348-002,58228826.73,213890,0, ,0, , , ,0,0,0,183406,Dane County,Eave,Residential,Primary, ,2277.109253,210.619661,0.000685,0,4269.053044,,
1808,Polygon ZM,0,PD 2348-002,58228826.73,213891,0, ,0, , , ,0,0,0,183407,Dane County,Eave,Residential,Primary, ,2501.643585,226.891701,0.00072,0,4689.977191,,
1809,Polygon ZM,0,PD 2348-002,58228826.73,213892,0, ,0, , , ,0,0,0,183408,Dane County,Eave,Residential,Primary, ,2232.189819,220.286395,0.000713,0,4184.797279,,
1810,Polygon ZM,0,PD 2348-002,58228826.73,213893,0, ,0, , , ,0,0,0,183409,Dane County,Eave,Residential,Primary, ,2350.651825,210.666702,0.000652,0,4406.743581,,
1811,Polygon ZM,0,PD 2348-002,58228826.73,213894,0, ,0, , , ,0,0,0,183410,Dane County,Eave,Residential,Primary, ,2726.298828,232.000908,0.000722,0,5110.916482,,
1812,Polygon ZM,0,PD 2348-002,58228826.73,213895,0, ,0, , , ,0,0,0,183411,Dane County,Eave,Residential,Primary, ,2604.636963,221.493125,0.000706,0,4882.80581,,
1813,Polygon ZM,0,PD 2348-002,58228826.73,213896,0, ,0, , , ,0,0,0,183412,Dane County,Eave,Residential,Primary, ,2830.80249,260.552744,0.000852,0,5306.92356,,
1814,Polygon ZM,0,PD 2348-002,58228826.73,213897,0, ,0, , , ,0,0,0,183413,Dane County,Eave,Residential,Primary, ,4281.573578,313.214002,0.001046,0,8026.75572,,
1815,Polygon ZM,0,PD 2348-002,58228826.73,213898,0, ,0, , , ,0,0,0,183414,Dane County,Eave,Residential,Primary, ,3519.415161,239.382875,0.000761,0,6597.860274,,
1816,Polygon ZM,0,PD 2348-002,58228826.73,213899,0, ,0, , , ,0,0,0,183415,Dane County,Eave,Residential,Primary, ,1447.826355,156.748938,0.00049,0,2714.241061,,
1817,Polygon ZM,0,PD 2348-002,58228826.73,213900,0, ,0, , , ,0,0,0,183416,Dane County,Eave,Residential,Primary, ,2005.201843,209.13125,0.000672,0,3759.101129,,
1818,Polygon ZM,0,PD 2348-002,58228826.73,213901,0, ,0, , , ,0,0,0,183417,Dane County,Eave,Residential,Primary, ,2593.79007,225.741324,0.000729,0,4862.474836,,
1819,Polygon ZM,0,PD 2348-002,58228826.73,213902,0, ,0, , , ,0,0,0,183418,Dane County,Eave,Residential,Primary, ,2765.298645,226.255037,0.000752,0,5183.915664,,
1820,Polygon ZM,0,PD 2348-002,58228826.73,213903,0, ,0, , , ,0,0,0,183419,Dane County,Eave,Residential,Primary, ,1973.544861,193.137421,0.000646,0,3699.647778,,
1821,Polygon ZM,0,PD 2348-002,58228826.73,213904,0, ,0, , , ,0,0,0,183420,Dane County,Eave,Residential,Primary, ,2244.585632,220.593767,0.000732,0,4207.770663,,
1822,Polygon ZM,0,PD 2348-002,58228826.73,213905,0, ,0, , , ,0,0,0,183421,Dane County,Eave,Residential,Primary, ,1964.90036,198.373623,0.000665,0,3683.503864,,
1823,Polygon ZM,0,PD 2348-002,58228826.73,213906,0, ,0, , , ,0,0,0,183422,Dane County,Eave,Residential,Primary, ,2501.224762,224.449348,0.000735,0,4688.854955,,
1824,Polygon ZM,0,PD 2348-002,58228826.73,213907,0, ,0, , , ,0,0,0,183423,Dane County,Eave,Residential,Primary, ,2233.218231,216.641485,0.000708,0,4186.480451,,
1825,Polygon ZM,0,PD 2348-002,58228826.73,213908,0, ,0, , , ,0,0,0,183424,Dane County,Eave,Residential,Primary, ,3944.503693,302.61863,0.000986,0,7394.615839,,
1826,Polygon ZM,0,PD 2348-002,58228826.73,213909,0, ,0, , , ,0,0,0,183425,Dane County,Eave,Residential,Primary, ,2920.942841,237.860434,0.000775,0,5475.761166,,
1827,Polygon ZM,0,PD 2348-002,58228826.73,213910,0, ,0, , , ,0,0,0,183426,Dane County,Eave,Residential,Primary, ,3222.367462,277.785706,0.000922,0,6040.791373,,
1828,Polygon ZM,0,PD 2348-002,58228826.73,213911,0, ,0, , , ,0,0,0,183427,Dane County,Eave,Residential,Primary, ,2481.983368,243.883834,0.000778,0,4652.880837,,
1829,Polygon ZM,0,PD 2348-002,58228826.73,213912,0, ,0, , , ,0,0,0,183428,Dane County,Eave,Residential,Primary, ,3366.48941,289.521074,0.000952,0,6311.056515,,
1830,Polygon ZM,0,PD 2348-002,58228826.73,213913,0, ,0, , , ,0,0,0,183429,Dane County,Eave,Residential,Primary, ,2725.872803,219.600452,0.000735,0,5110.151116,,
1831,Polygon ZM,0,PD 2348-002,58228826.73,213914,0, ,0, , , ,0,0,0,183430,Dane County,Eave,Residential,Primary, ,3512.177246,277.421961,0.000914,0,6584.22525,,
1832,Polygon ZM,0,PD 2348-002,58228826.73,213915,0, ,0, , , ,0,0,0,183431,Dane County,Eave,Residential,Primary, ,3846.530334,304.243014,0.000997,0,7211.076711,,
1833,Polygon ZM,0,PD 2348-002,58228826.73,213916,0, ,0, , , ,0,0,0,183432,Dane County,Eave,Residential,Primary, ,3551.502075,295.312336,0.000976,0,6658.011172,,
1834,Polygon ZM,0,PD 2348-002,58228826.73,213917,0, ,0, , , ,0,0,0,183433,Dane County,Eave,Residential,Primary, ,3203.561401,268.536755,0.000877,0,6005.754042,,
1835,Polygon ZM,0,PD 2348-002,58228826.73,213918,0, ,0, , , ,0,0,0,183434,Dane County,Eave,Residential,Primary, ,2796.816986,237.77412,0.000791,0,5243.244093,,
1836,Polygon ZM,0,PD 2348-002,58228826.73,213919,0, ,0, , , ,0,0,0,183435,Dane County,Eave,Residential,Primary, ,2932.320557,234.782132,0.000764,0,5497.3091,,
1837,Polygon ZM,0,PD 2348-002,58228826.73,213920,0, ,0, , , ,0,0,0,183436,Dane County,Eave,Residential,Primary, ,3807.500854,283.851271,0.000901,0,7138.059664,,
1838,Polygon ZM,0,PD 2348-002,58228826.73,213921,0, ,0, , , ,0,0,0,183437,Dane County,Eave,Residential,Primary, ,2724.235229,254.150309,0.000808,0,5107.273844,,
1839,Polygon ZM,0,PD 2348-002,58228826.73,213922,0, ,0, , , ,0,0,0,183438,Dane County,Eave,Residential,Primary, ,4636.875397,329.096457,0.00106,0,8693.07512,,
1840,Polygon ZM,0,PD 2348-002,58228826.73,213923,0, ,0, , , ,0,0,0,183439,Dane County,Eave,Residential,Primary, ,4421.924805,314.45863,0.001009,0,8290.187581,,
1841,Polygon ZM,0,PD 2348-002,58228826.73,213927,0, ,0, , , ,0,0,0,183443,Dane County,Eave,Residential,Primary, ,3387.335144,257.738471,0.0008,0,6350.600261,,
1842,Polygon ZM,0,PD 2348-002,58228826.73,213928,0, ,0, , , ,0,0,0,183444,Dane County,Eave,Residential,Primary, ,2936.068115,264.22022,0.000805,0,5504.749625,,
1843,Polygon ZM,0,PD 2348-002,58228826.73,213929,0, ,0, , , ,0,0,0,183445,Dane County,Eave,Residential,Primary, ,2925.526489,230.498258,0.000709,0,5484.925049,,
1844,Polygon ZM,0,PD 2348-002,58228826.73,213930,0, ,0, , , ,0,0,0,183446,Dane County,Eave,Residential,Primary, ,2987.160675,272.729067,0.000846,0,5600.45532,,
1845,Polygon ZM,0,PD 2348-002,58228826.73,213931,0, ,0, , , ,0,0,0,183447,Dane County,Eave,Residential,Primary, ,2915.015259,263.318948,0.000852,0,5465.142506,,
1846,Polygon ZM,0,PD 2348-002,58228826.73,213932,0, ,0, , , ,0,0,0,183448,Dane County,Eave,Residential,Primary, ,4171.065308,276.45468,0.000907,0,7820.209681,,
1847,Polygon ZM,0,PD 2348-002,58228826.73,213933,0, ,0, , , ,0,0,0,183449,Dane County,Eave,Residential,Primary, ,3184.633087,256.472935,0.000854,0,5970.613078,,
1848,Polygon ZM,0,PD 2348-002,58228826.73,213934,0, ,0, , , ,0,0,0,183450,Dane County,Eave,Residential,Primary, ,2527.994049,221.462422,0.000733,0,4739.474168,,
1849,Polygon ZM,0,PD 2348-002,58228826.73,213935,0, ,0, , , ,0,0,0,183451,Dane County,Eave,Residential,Primary, ,3183.367157,254.062598,0.000843,0,5968.196507,,
1850,Polygon ZM,0,PD 2348-002,58228826.73,213936,0, ,0, , , ,0,0,0,183452,Dane County,Eave,Residential,Primary, ,2747.862549,213.010162,0.000707,0,5151.680844,,
1851,Polygon ZM,0,PD 2348-002,58228826.73,213937,0, ,0, , , ,0,0,0,183453,Dane County,Eave,Residential,Primary, ,2510.537048,218.019878,0.000699,0,4706.740243,,
1852,Polygon ZM,0,PD 2348-002,58228826.73,213938,0, ,0, , , ,0,0,0,183454,Dane County,Eave,Residential,Primary, ,3673.019531,279.802406,0.000933,0,6886.045777,,
1853,Polygon ZM,0,PD 2348-002,58228826.73,213939,0, ,0, , , ,0,0,0,183455,Dane County,Eave,Residential,Primary, ,1755.007416,167.628776,0.000542,0,3290.24402,,
1854,Polygon ZM,0,PD 2348-002,58228826.73,213940,0, ,0, , , ,0,0,0,183456,Dane County,Eave,Residential,Primary, ,981.297791,125.358024,0.000408,0,1839.719469,,
1855,Polygon ZM,0,PD 2348-002,58228826.73,213941,0, ,0, , , ,0,0,0,183457,Dane County,Eave,Residential,Primary, ,2687.228271,239.334137,0.000756,0,5037.920755,,
1856,Polygon ZM,0,PD 2348-002,58228826.73,213942,0, ,0, , , ,0,0,0,183458,Dane County,Eave,Residential,Primary, ,2753.215302,237.20426,0.000768,0,5161.576535,,
1857,Polygon ZM,0,PD 2348-002,58228826.73,213943,0, ,0, , , ,0,0,0,183459,Dane County,Eave,Residential,Primary, ,2683.68222,220.25238,0.000723,0,5031.19446,,
1858,Polygon ZM,0,PD 2348-002,58228826.73,213944,0, ,0, , , ,0,0,0,183460,Dane County,Eave,Residential,Primary, ,2736.355194,237.15366,0.000798,0,5129.927557,,
1859,Polygon ZM,0,PD 2348-002,58228826.73,213945,0, ,0, , , ,0,0,0,183461,Dane County,Eave,Residential,Primary, ,2816.481232,249.418991,0.000819,0,5280.110532,,
1860,Polygon ZM,0,PD 2348-002,58228826.73,213946,0, ,0, , , ,0,0,0,183462,Dane County,Eave,Residential,Primary, ,2330.497162,208.860115,0.000663,0,4369.077757,,
1861,Polygon ZM,0,PD 2348-002,58228826.73,213947,0, ,0, , , ,0,0,0,183463,Dane County,Eave,Residential,Primary, ,2995.199921,247.49388,0.000792,0,5615.267563,,
1862,Polygon ZM,0,PD 2348-002,58228826.73,213948,0, ,0, , , ,0,0,0,183464,Dane County,Eave,Residential,Primary, ,3310.777618,250.655624,0.00081,0,6206.940757,,
1863,Polygon ZM,0,PD 2348-002,58228826.73,213949,0, ,0, , , ,0,0,0,183465,Dane County,Eave,Residential,Primary, ,3052.272919,246.774411,0.00079,0,5722.351915,,
1864,Polygon ZM,0,PD 2348-002,58228826.73,213950,0, ,0, , , ,0,0,0,183466,Dane County,Eave,Residential,Primary, ,3296.127869,269.44714,0.000859,0,6179.480145,,
1865,Polygon ZM,0,PD 2348-002,58228826.73,213951,0, ,0, , , ,0,0,0,183467,Dane County,Eave,Residential,Primary, ,2740.95166,254.759406,0.000841,0,5138.651288,,
1866,Polygon ZM,0,PD 2348-002,58228826.73,213952,0, ,0, , , ,0,0,0,183468,Dane County,Eave,Residential,Primary, ,2826.237427,228.865413,0.000757,0,5298.530073,,
1867,Polygon ZM,0,PD 2348-002,58228826.73,213953,0, ,0, , , ,0,0,0,183469,Dane County,Eave,Residential,Primary, ,2736.294128,221.416895,0.000734,0,5129.881175,,
1868,Polygon ZM,0,PD 2348-002,58228826.73,213954,0, ,0, , , ,0,0,0,183470,Dane County,Eave,Residential,Primary, ,3475.091064,262.61113,0.000876,0,6515.042121,,
1869,Polygon ZM,0,PD 2348-002,58228826.73,213955,0, ,0, , , ,0,0,0,183471,Dane County,Eave,Residential,Primary, ,3214.99469,282.18429,0.000904,0,6027.294226,,
1870,Polygon ZM,0,PD 2348-002,58228826.73,213956,0, ,0, , , ,0,0,0,183472,Dane County,Eave,Residential,Primary, ,3104.164673,245.098955,0.000772,0,5819.466726,,
1871,Polygon ZM,0,PD 2348-002,58228826.73,213957,0, ,0, , , ,0,0,0,183473,Dane County,Eave,Residential,Primary, ,2732.467468,226.283563,0.000755,0,5122.594306,,
1872,Polygon ZM,0,PD 2348-002,58228826.73,213958,0, ,0, , , ,0,0,0,183474,Dane County,Eave,Residential,Primary, ,2521.061951,215.302773,0.000726,0,4726.255243,,
1873,Polygon ZM,0,PD 2348-002,58228826.73,213959,0, ,0, , , ,0,0,0,183475,Dane County,Eave,Residential,Primary, ,2803.175537,240.279161,0.000796,0,5255.110026,,
1874,Polygon ZM,0,PD 2348-002,58228826.73,213960,0, ,0, , , ,0,0,0,183476,Dane County,Eave,Residential,Primary, ,2865.574036,236.055441,0.000751,0,5372.082906,,
1875,Polygon ZM,0,PD 2348-002,58228826.73,213961,0, ,0, , , ,0,0,0,183477,Dane County,Eave,Residential,Primary, ,3214.150543,243.16372,0.0008,0,6025.479076,,
1876,Polygon ZM,0,PD 2348-002,58228826.73,213963,0, ,0, , , ,0,0,0,183479,Dane County,Eave,Residential,Primary, ,4617.827179,342.172055,0.001149,0,4261.666007,,
1877,Polygon ZM,0,PD 2348-002,58228826.73,213964,0, ,0, , , ,0,0,0,183480,Dane County,Eave,Residential,Primary, ,4029.9617,332.14306,0.001089,0,261.532987,,
1878,Polygon ZM,0,PD 2348-002,58228826.73,213965,0, ,0, , , ,0,0,0,183481,Dane County,Eave,Residential,Primary, ,7628.404297,632.992712,0.002076,0,7027.171045,,
1879,Polygon ZM,0,PD 2348-002,58228826.73,213966,0, ,0, , , ,0,0,0,183482,Dane County,Eave,Residential,Primary, ,6493.059875,598.126534,0.001961,0,9551.699089,,
1880,Polygon ZM,0,PD 2348-002,58228826.73,213967,0, ,0, , , ,0,0,0,183483,Dane County,Eave,Residential,Primary, ,5989.254639,546.736594,0.001799,0,11146.52625,,
1881,Polygon ZM,0,PD 2348-002,58228826.73,213968,0, ,0, , , ,0,0,0,183484,Dane County,Eave,Residential,Primary, ,1782.692993,194.736517,0.000645,0,3341.190875,,
1882,Polygon ZM,0,PD 2348-002,58228826.73,213969,0, ,0, , , ,0,0,0,183485,Dane County,Eave,Residential,Primary, ,5507.973419,484.335599,0.001568,0,10323.51884,,
1883,Polygon ZM,0,PD 2348-002,58228826.73,213970,0, ,0, , , ,0,0,0,183486,Dane County,Eave,Residential,Primary, ,7692.032867,615.715616,0.001979,0,14394.13406,,
1884,Polygon ZM,0,PD 2348-002,58228826.73,213971,0, ,0, , , ,0,0,0,183487,Dane County,Eave,Residential,Primary, ,4092.110687,334.810338,0.001062,0,7580.050792,,
1885,Polygon ZM,0,PD 2348-002,58228826.73,213972,0, ,0, , , ,0,0,0,183488,Dane County,Eave,Residential,Primary, ,4387.814178,348.935821,0.001115,0,8224.16976,,
1886,Polygon ZM,0,PD 2348-002,58228826.73,213973,0, ,0, , , ,0,0,0,183489,Dane County,Eave,Residential,Primary, ,4815.446106,388.021099,0.001244,0,9025.811131,,
1887,Polygon ZM,0,PD 2348-002,58228826.73,213974,0, ,0, , , ,0,0,0,183490,Dane County,Eave,Residential,Primary, ,2650.045502,246.388283,0.000784,0,4967.172738,,
1888,Polygon ZM,0,PD 2348-002,58228826.73,213975,0, ,0, , , ,0,0,0,183491,Dane County,Eave,Residential,Primary, ,5242.259277,405.721792,0.001317,0,9825.937741,,
1889,Polygon ZM,0,PD 2348-002,58228826.73,213976,0, ,0, , , ,0,0,0,183492,Dane County,Eave,Residential,Primary, ,5738.334076,422.011665,0.001363,0,10755.65137,,
1890,Polygon ZM,0,PD 2348-002,58228826.73,213977,0, ,0, , , ,0,0,0,183493,Dane County,Eave,Residential,Primary, ,5114.997131,405.757083,0.001328,0,9587.510611,,
1891,Polygon ZM,0,PD 2348-002,58228826.73,213978,0, ,0, , , ,0,0,0,183494,Dane County,Eave,Residential,Primary, ,4809.944977,446.16869,0.001441,0,9007.532796,,
1892,Polygon ZM,0,PD 2348-002,58228826.73,213993,0, ,0, , , ,0,0,0,183509,Dane County,Eave,Residential,Primary, ,2023.950348,214.345972,0.000704,0,3793.450651,,
1893,Polygon ZM,0,PD 2348-002,58228826.73,213994,0, ,0, , , ,0,0,0,183510,Dane County,Eave,Residential,Primary, ,4574.539886,320.197378,0.001051,0,8573.96136,,
1894,Polygon ZM,0,PD 2348-002,58228826.73,213995,0, ,0, , , ,0,0,0,183511,Dane County,Eave,Residential,Primary, ,3003.645813,293.595564,0.000982,0,5629.680938,,
1895,Polygon ZM,0,PD 2348-002,58228826.73,213996,0, ,0, , , ,0,0,0,183512,Dane County,Eave,Residential,Primary, ,2677.603699,222.972369,0.000729,0,5018.611345,,
1896,Polygon ZM,0,PD 2348-002,58228826.73,213997,0, ,0, , , ,0,0,0,183513,Dane County,Eave,Residential,Primary, ,1615.135315,211.913597,0.000704,0,3027.648914,,
1897,Polygon ZM,0,PD 2348-002,58228826.73,213998,0, ,0, , , ,0,0,0,183514,Dane County,Eave,Residential,Primary, ,2087.165466,217.895859,0.000736,0,3912.40837,,
1898,Polygon ZM,0,PD 2348-002,58228826.73,213999,0, ,0, , , ,0,0,0,183515,Dane County,Eave,Residential,Primary, ,4266.253357,294.616471,0.000966,0,7996.322226,,
1899,Polygon ZM,0,PD 2348-002,58228826.73,214000,0, ,0, , , ,0,0,0,183516,Dane County,Eave,Residential,Primary, ,4685.192444,369.39237,0.001242,0,8781.531819,,
1900,Polygon ZM,0,PD 2348-002,58228826.73,214001,0, ,0, , , ,0,0,0,183517,Dane County,Eave,Residential,Primary, ,5347.774994,435.23702,0.001448,0,10023.402,,
1901,Polygon ZM,0,PD 2348-002,58228826.73,214002,0, ,0, , , ,0,0,0,183518,Dane County,Eave,Residential,Primary, ,3169.278534,270.72753,0.0009,0,5940.216624,,
1902,Polygon ZM,0,PD 2348-002,58228826.73,214003,0, ,0, , , ,0,0,0,183519,Dane County,Eave,Residential,Primary, ,3888.909424,280.173654,0.000927,0,7289.057268,,
1903,Polygon ZM,0,PD 2348-002,58228826.73,214004,0, ,0, , , ,0,0,0,183520,Dane County,Eave,Residential,Primary, ,5617.729309,347.742952,0.00114,0,10529.49272,,
1904,Polygon ZM,0,PD 2348-002,58228826.73,214005,0, ,0, , , ,0,0,0,183521,Dane County,Eave,Residential,Primary, ,4520.756256,332.658434,0.001092,0,8473.575374,,
1905,Polygon ZM,0,PD 2348-002,58228826.73,214006,0, ,0, , , ,0,0,0,183522,Dane County,Eave,Residential,Primary, ,5344.197235,390.93576,0.001267,0,10017.11796,,
1906,Polygon ZM,0,PD 2348-002,58228826.73,214007,0, ,0, , , ,0,0,0,183523,Dane County,Eave,Residential,Primary, ,3019.237671,273.831489,0.00087,0,5659.273796,,
1907,Polygon ZM,0,PD 2348-002,58228826.73,214008,0, ,0, , , ,0,0,0,183524,Dane County,Eave,Residential,Primary, ,3070.943207,273.695073,0.000885,0,5756.216827,,
1908,Polygon ZM,0,PD 2348-002,58228826.73,214009,0, ,0, , , ,0,0,0,183525,Dane County,Eave,Residential,Primary, ,2598.497498,237.182258,0.000765,0,4870.617149,,
1909,Polygon ZM,0,PD 2348-002,58228826.73,214010,0, ,0, , , ,0,0,0,183526,Dane County,Eave,Residential,Primary, ,2822.212616,262.795211,0.000836,0,5289.897998,,
1910,Polygon ZM,0,PD 2348-002,58228826.73,214011,0, ,0, , , ,0,0,0,183527,Dane County,Eave,Residential,Primary, ,3393.390472,288.328968,0.000943,0,6360.587302,,
1911,Polygon ZM,0,PD 2348-002,58228826.73,214012,0, ,0, , , ,0,0,0,183528,Dane County,Eave,Residential,Primary, ,4133.22821,292.712573,0.00097,0,7747.277361,,
1912,Polygon ZM,0,PD 2348-002,58228826.73,214013,0, ,0, , , ,0,0,0,183529,Dane County,Eave,Residential,Primary, ,4117.724487,319.86824,0.001062,0,7718.152574,,
1913,Polygon ZM,0,PD 2348-002,58228826.73,214014,0, ,0, , , ,0,0,0,183530,Dane County,Eave,Residential,Primary, ,3193.509705,268.394982,0.000867,0,5985.859615,,
1914,Polygon ZM,0,PD 2348-002,58228826.73,214015,0, ,0, , , ,0,0,0,183531,Dane County,Eave,Residential,Primary, ,2933.220734,277.440515,0.000927,0,5498.056205,,
1915,Polygon ZM,0,PD 2348-002,58228826.73,214016,0, ,0, , , ,0,0,0,183532,Dane County,Eave,Residential,Primary, ,3216.250214,279.410871,0.000915,0,6028.556141,,
1916,Polygon ZM,0,PD 2348-002,58228826.73,214017,0, ,0, , , ,0,0,0,183533,Dane County,Eave,Residential,Primary, ,2926.635803,239.406329,0.000764,0,5485.639624,,
1917,Polygon ZM,0,PD 2348-002,58228826.73,214018,0, ,0, , , ,0,0,0,183534,Dane County,Eave,Residential,Primary, ,3971.154816,326.453848,0.001064,0,7443.413113,,
1918,Polygon ZM,0,PD 2348-002,58228826.73,214019,0, ,0, , , ,0,0,0,183535,Dane County,Eave,Residential,Primary, ,4404.749725,304.896857,0.001003,0,8256.04206,,
1919,Polygon ZM,0,PD 2348-002,58228826.73,214020,0, ,0, , , ,0,0,0,183536,Dane County,Eave,Residential,Primary, ,4024.405853,304.706385,0.001007,0,7543.126166,,
1920,Polygon ZM,0,PD 2348-002,58228826.73,214021,0, ,0, , , ,0,0,0,183537,Dane County,Eave,Residential,Primary, ,3401.682434,279.176312,0.000913,0,6375.929976,,
1921,Polygon ZM,0,PD 2348-002,58228826.73,214022,0, ,0, , , ,0,0,0,183538,Dane County,Eave,Residential,Primary, ,3153.74231,266.115839,0.000881,0,5911.203627,,
1922,Polygon ZM,0,PD 2348-002,58228826.73,214023,0, ,0, , , ,0,0,0,183539,Dane County,Eave,Residential,Primary, ,3066.019867,262.608483,0.000863,0,5746.794124,,
1923,Polygon ZM,0,PD 2348-002,58228826.73,214024,0, ,0, , , ,0,0,0,183540,Dane County,Eave,Residential,Primary, ,5797.960846,341.121483,0.001119,0,10867.90786,,
1924,Polygon ZM,0,PD 2348-002,58228826.73,214025,0, ,0, , , ,0,0,0,183541,Dane County,Eave,Residential,Primary, ,3239.150543,259.883086,0.000846,0,6071.468927,,
1925,Polygon ZM,0,PD 2348-002,58228826.73,214026,0, ,0, , , ,0,0,0,183542,Dane County,Eave,Residential,Primary, ,3146.891846,251.345953,0.0008,0,5898.486231,,
1926,Polygon ZM,0,PD 2348-002,58228826.73,214027,0, ,0, , , ,0,0,0,183543,Dane County,Eave,Residential,Primary, ,3133.269867,268.463173,0.000836,0,5872.883537,,
1927,Polygon ZM,0,PD 2348-002,58228826.73,214028,0, ,0, , , ,0,0,0,183544,Dane County,Eave,Residential,Primary, ,3894.678772,279.139424,0.000881,0,7299.980832,,
1928,Polygon ZM,0,PD 2348-002,58228826.73,214029,0, ,0, , , ,0,0,0,183545,Dane County,Eave,Residential,Primary, ,3113.555328,281.986206,0.000936,0,5835.833398,,
1929,Polygon ZM,0,PD 2348-002,58228826.73,214030,0, ,0, , , ,0,0,0,183546,Dane County,Eave,Residential,Primary, ,3194.201782,261.387002,0.000851,0,5986.938651,,
1930,Polygon ZM,0,PD 2348-002,58228826.73,214031,0, ,0, , , ,0,0,0,183547,Dane County,Eave,Residential,Primary, ,2931.972931,266.027031,0.000886,0,5495.790197,,
1931,Polygon ZM,0,PD 2348-002,58228826.73,214032,0, ,0, , , ,0,0,0,183548,Dane County,Eave,Residential,Primary, ,3168.031464,273.812818,0.000903,0,5938.288151,,
1932,Polygon ZM,0,PD 2348-002,58228826.73,214033,0, ,0, , , ,0,0,0,183549,Dane County,Eave,Residential,Primary, ,4669.668701,336.290206,0.00111,0,8753.018966,,
1933,Polygon ZM,0,PD 2348-002,58228826.73,214034,0, ,0, , , ,0,0,0,183550,Dane County,Eave,Residential,Primary, ,3290.261841,288.434997,0.000956,0,6167.451038,,
1934,Polygon ZM,0,PD 2348-002,58228826.73,214035,0, ,0, , , ,0,0,0,183551,Dane County,Eave,Residential,Primary, ,3022.712708,278.027461,0.000883,0,5665.899834,,
1935,Polygon ZM,0,PD 2348-002,58228826.73,214036,0, ,0, , , ,0,0,0,183552,Dane County,Eave,Residential,Primary, ,3160.988159,276.957937,0.000903,0,5925.085035,,
1936,Polygon ZM,0,PD 2348-002,58228826.73,214037,0, ,0, , , ,0,0,0,183553,Dane County,Eave,Residential,Primary, ,3347.162415,279.795687,0.000925,0,6274.068831,,
1937,Polygon ZM,0,PD 2348-002,58228826.73,214038,0, ,0, , , ,0,0,0,183554,Dane County,Eave,Residential,Primary, ,2918.657135,238.567572,0.000777,0,5470.852105,,
1938,Polygon ZM,0,PD 2348-002,58228826.73,214039,0, ,0, , , ,0,0,0,183555,Dane County,Eave,Residential,Primary, ,2074.997559,217.858969,0.000719,0,3889.503518,,
1939,Polygon ZM,0,PD 2348-002,58228826.73,214040,0, ,0, , , ,0,0,0,183556,Dane County,Eave,Residential,Primary, ,2302.311279,221.624484,0.000755,0,4315.633769,,
1940,Polygon ZM,0,PD 2348-002,58228826.73,214041,0, ,0, , , ,0,0,0,183557,Dane County,Eave,Residential,Primary, ,2592.40036,226.858022,0.000745,0,4859.363578,,
1941,Polygon ZM,0,PD 2348-002,58228826.73,214042,0, ,0, , , ,0,0,0,183558,Dane County,Eave,Residential,Primary, ,2251.622742,227.447809,0.000747,0,4220.593232,,
1942,Polygon ZM,0,PD 2348-002,58228826.73,214043,0, ,0, , , ,0,0,0,183559,Dane County,Eave,Residential,Primary, ,2321.992859,216.825063,0.00074,0,4352.499094,,
1943,Polygon ZM,0,PD 2348-002,58228826.73,214044,0, ,0, , , ,0,0,0,183560,Dane County,Eave,Residential,Primary, ,2605.212616,241.968259,0.000796,0,4883.391392,,
1944,Polygon ZM,0,PD 2348-002,58228826.73,214045,0, ,0, , , ,0,0,0,183561,Dane County,Eave,Residential,Primary, ,2219.708832,218.205605,0.000747,0,4160.770498,,
1945,Polygon ZM,0,PD 2348-002,58228826.73,214046,0, ,0, , , ,0,0,0,183562,Dane County,Eave,Residential,Primary, ,2596.196686,246.992403,0.000802,0,4866.493944,,
