FID,Shape *,FID_newpon,First_Trea,Area,FID_Total_,OBJECTID,fea_type,mslink,No_bill,Proposed,Notes,FEA_AREA,ShapeSTAre,ShapeSTLen,BUILDINGFO,SOURCE,FootprintT,BuildingUs,BuildingCl,Name,Shape_STAr,Shape_STLe,Shape_Leng,Shape_Area,ImpArea,,Tot Imperv
5237,Polygon ZM,0,PD 2348-002,58228826.73,11167,11167,B,37798, , , ,4575.13989,4575.139893,311.069629,0, , , , , ,0,0,0.001037,0,7986.954191,,
5238,Polygon ZM,0,PD 2348-002,58228826.73,169375,0, ,0, , , ,0,0,0,136830,City of Madison,Foundation,Residential,Primary, ,4575.145355,311.069841,0.001037,0,7986.954191,,
5239,Polygon ZM,0,PD 2348-002,58228826.73,11188,11188,B,37785, , , ,4562.438857,4562.438873,310.319261,0, , , , , ,0,0,0.001035,0,7961.787573,,
5240,Polygon ZM,0,PD 2348-002,58228826.73,170813,0, ,0, , , ,0,0,0,138624,City of Madison,Foundation,Residential,Primary, ,4562.446869,310.319713,0.001035,0,7961.787573,,
5241,Polygon ZM,0,PD 2348-002,58228826.73,11189,11189,B,37786, , , ,4562.455438,4562.455414,310.320498,0, , , , , ,0,0,0.001035,0,7961.804712,,
5242,Polygon ZM,0,PD 2348-002,58228826.73,173492,0, ,0, , , ,0,0,0,141576,City of Madison,Foundation,Residential,Primary, ,4562.448608,310.31949,0.001035,0,7961.804712,,
5243,Polygon ZM,0,PD 2348-002,58228826.73,11191,11191,B,37862, , , ,4561.704901,4561.705078,351.536467,0, , , , , ,0,0,0.001124,0,8082.305545,,
5244,Polygon ZM,0,PD 2348-002,58228826.73,169098,0, ,0, , , ,0,0,0,136696,City of Madison,Foundation,Residential,Primary, ,4704.04718,351.313008,0.001123,0,8082.305545,,
5245,Polygon ZM,0,PD 2348-002,58228826.73,11235,11235,B,4325, , , ,4538.580094,4538.580078,460.253537,0, , , , , ,0,0,0.001429,0,4330.336385,,
5246,Polygon ZM,0,PD 2348-002,58228826.73,174158,0, ,0, , , ,0,0,0,142362,City of Madison,Foundation,Residential,Primary, ,5215.314484,475.274696,0.001482,0,4330.336385,,
5247,Polygon ZM,0,PD 2348-002,58228826.73,11237,11237,B,38531, , , ,4536.081511,4536.081512,322.029254,0, , , , , ,0,0,0.001108,0,7068.581293,,
5248,Polygon ZM,0,PD 2348-002,58228826.73,170243,0, ,0, , , ,0,0,0,137954,City of Madison,Foundation,Residential,Primary, ,4499.773712,322.022371,0.001109,0,7068.581293,,
5249,Polygon ZM,0,PD 2348-002,58228826.73,11243,11243,S,141326, , , ,4319.01002,4319.01004,1091.131019,0, , , , , ,0,0,0.00349,0,39.992267,,
5250,Polygon ZM,0,PD 2348-002,58228826.73,173429,0, ,0, , , ,0,0,0,141477,Dane County,Foundation,Health,Primary, ,34246.0585,917.592176,0.002913,0,39.992267,,
5251,Polygon ZM,0,PD 2348-002,58228826.73,11261,11261,B,38552, , , ,4525.586151,4525.586182,289.004285,0, , , , , ,0,0,0.00092,0,7903.393562,,
5252,Polygon ZM,0,PD 2348-002,58228826.73,171048,0, ,0, , , ,0,0,0,138922,City of Madison,Foundation,Residential,Primary, ,4836.117462,292.103619,0.000933,0,7903.393562,,
5253,Polygon ZM,0,PD 2348-002,58228826.73,11262,11262,B,4264, , , ,4525.333058,4525.332977,279.339987,0, , , , , ,0,0,0.000882,0,6625.364537,,
5254,Polygon ZM,0,PD 2348-002,58228826.73,173635,0, ,0, , , ,0,0,0,141762,City of Madison,Foundation,Residential,Primary, ,3990.147675,263.100211,0.000821,0,6625.364537,,
5255,Polygon ZM,0,PD 2348-002,58228826.73,11263,11263,B,4261, , , ,4525.344624,4525.344604,279.34009,0, , , , , ,0,0,0.000882,0,6675.081574,,
5256,Polygon ZM,0,PD 2348-002,58228826.73,165849,0, ,0, , , ,0,0,0,136462,City of Madison,Foundation,Residential,Primary, ,4164.348236,267.334031,0.000834,0,6675.081574,,
5257,Polygon ZM,0,PD 2348-002,58228826.73,11264,11264,B,4259, , , ,4525.312871,4525.312927,279.337951,0, , , , , ,0,0,0.000914,0,7745.171727,,
5258,Polygon ZM,0,PD 2348-002,58228826.73,169086,0, ,0, , , ,0,0,0,136654,City of Madison,Foundation,Residential,Primary, ,4396.024658,271.18429,0.000888,0,7745.171727,,
5259,Polygon ZM,0,PD 2348-002,58228826.73,11265,11265,B,4266, , , ,4525.314923,4525.314911,279.334212,0, , , , , ,0,0,0.000882,0,7529.152464,,
5260,Polygon ZM,0,PD 2348-002,58228826.73,170197,0, ,0, , , ,0,0,0,137904,City of Madison,Foundation,Residential,Primary, ,4099.380554,264.002203,0.000826,0,7529.152464,,
5261,Polygon ZM,0,PD 2348-002,58228826.73,11266,11266,B,4263, , , ,4525.298145,4525.298157,279.334466,0, , , , , ,0,0,0.000883,0,7564.357887,,
5262,Polygon ZM,0,PD 2348-002,58228826.73,170867,0, ,0, , , ,0,0,0,138684,City of Madison,Foundation,Residential,Primary, ,4484.403259,273.915995,0.000863,0,7564.357887,,
5263,Polygon ZM,0,PD 2348-002,58228826.73,11267,11267,B,4262, , , ,4525.288042,4525.288055,279.33452,0, , , , , ,0,0,0.000884,0,6226.821745,,
5264,Polygon ZM,0,PD 2348-002,58228826.73,173661,0, ,0, , , ,0,0,0,141793,City of Madison,Foundation,Residential,Primary, ,4080.953094,265.040671,0.00083,0,6226.821745,,
5265,Polygon ZM,0,PD 2348-002,58228826.73,11268,11268,B,4258, , , ,4525.263245,4525.263245,279.337904,0, , , , , ,0,0,0.00088,0,6866.640265,,
5266,Polygon ZM,0,PD 2348-002,58228826.73,173691,0, ,0, , , ,0,0,0,141831,City of Madison,Foundation,Residential,Primary, ,4021.699921,263.075709,0.000818,0,6866.640265,,
5267,Polygon ZM,0,PD 2348-002,58228826.73,11270,11270,B,4257, , , ,4525.265122,4525.265137,279.33914,0, , , , , ,0,0,0.000886,0,7519.744294,,
5268,Polygon ZM,0,PD 2348-002,58228826.73,170255,0, ,0, , , ,0,0,0,137975,City of Madison,Foundation,Residential,Primary, ,4117.111847,265.852759,0.000835,0,7519.744294,,
5269,Polygon ZM,0,PD 2348-002,58228826.73,11271,11271,B,4256, , , ,4525.258104,4525.258118,279.338741,0, , , , , ,0,0,0.000886,0,7253.938711,,
5270,Polygon ZM,0,PD 2348-002,58228826.73,169785,0, ,0, , , ,0,0,0,137366,City of Madison,Foundation,Residential,Primary, ,4223.207184,267.398724,0.000842,0,7253.938711,,
5271,Polygon ZM,0,PD 2348-002,58228826.73,11277,11277,B,6009, , , ,4522.006536,4522.006561,303.637574,0, , , , , ,0,0,0.000992,0,5584.216377,,
5272,Polygon ZM,0,PD 2348-002,58228826.73,174447,0, ,0, , , ,0,0,0,142718,City of Madison,Foundation,Residential,Primary, ,4522.014374,303.637655,0.000992,0,5584.216377,,
5273,Polygon ZM,0,PD 2348-002,58228826.73,11318,11318,B,37787, , , ,4501.549295,4501.549286,306.23075,0, , , , , ,0,0,0.001021,0,7869.166783,,
5274,Polygon ZM,0,PD 2348-002,58228826.73,169954,0, ,0, , , ,0,0,0,137600,City of Madison,Foundation,Residential,Primary, ,4501.551178,306.230753,0.001021,0,7869.166783,,
5275,Polygon ZM,0,PD 2348-002,58228826.73,11427,11427,B,37778, , , ,4444.00299,4444.002991,349.614572,0, , , , , ,0,0,0.00112,0,7163.054438,,
5276,Polygon ZM,0,PD 2348-002,58228826.73,173286,0, ,0, , , ,0,0,0,141323,City of Madison,Foundation,Residential,Primary, ,4704.044678,351.312755,0.001123,0,7163.054438,,
5277,Polygon ZM,0,PD 2348-002,58228826.73,11549,11549,S,2325257, , , ,4379.774111,4379.774078,500.256771,0, , , , , ,0,0,0.001721,0,9.671298,,
5278,Polygon ZM,0,PD 2348-002,58228826.73,169361,0, ,0, , , ,0,0,0,144146,City of Madison,Foundation,Government,Primary,Madison Public Library - Alicia Ashman Branch,12052.45175,459.025782,0.001512,0,9.671298,,
5279,Polygon ZM,0,PD 2348-002,58228826.73,11549,11549,S,2325257, , , ,4379.774111,4379.774078,500.256771,0, , , , , ,0,0,0.001721,0,2295.296235,,
5280,Polygon ZM,0,PD 2348-002,58228826.73,169363,0, ,0, , , ,0,0,0,136456,City of Madison,Foundation,Commercial Sales,Primary, ,11769.30588,483.847027,0.001662,0,2295.296235,,
5281,Polygon ZM,0,PD 2348-002,58228826.73,11597,11597,B,38537, , , ,4357.005503,4357.005463,482.665833,0, , , , , ,0,0,0.001561,0,7348.860967,,
5282,Polygon ZM,0,PD 2348-002,58228826.73,170239,0, ,0, , , ,0,0,0,137950,City of Madison,Foundation,Residential,Primary, ,4997.284515,478.560978,0.001547,0,7348.860967,,
5283,Polygon ZM,0,PD 2348-002,58228826.73,11605,11605,B,38546, , , ,4352.028625,4352.028656,283.914375,0, , , , , ,0,0,0.000905,0,7569.084444,,
5284,Polygon ZM,0,PD 2348-002,58228826.73,169025,0, ,0, , , ,0,0,0,136584,City of Madison,Foundation,Residential,Primary, ,4767.31189,291.065228,0.000931,0,7569.084444,,
5285,Polygon ZM,0,PD 2348-002,58228826.73,11621,11621,B,38550, , , ,4344.833133,4344.83313,282.058028,0, , , , , ,0,0,0.00093,0,7103.723807,,
5286,Polygon ZM,0,PD 2348-002,58228826.73,50014,0, ,0, , , ,0,0,0,132171,City of Madison,Foundation,Residential,Primary, ,4519.552795,283.776745,0.000935,0,7103.723807,,
5287,Polygon ZM,0,PD 2348-002,58228826.73,11628,11628,S,3635780, , , ,4341.081723,4341.081696,1314.64223,0, , , , , ,0,0,0.004508,0,248.152527,,
5288,Polygon ZM,0,PD 2348-002,58228826.73,262269,0, ,0, , , ,0,0,0,231920,Dane County,Foundation,Residential,Primary, ,12520.10208,535.222582,0.001871,0,248.152527,,
5289,Polygon ZM,0,PD 2348-002,58228826.73,11644,11644,B,38545, , , ,4336.988769,4336.9888,282.992437,0, , , , , ,0,0,0.000904,0,7382.966544,,
5290,Polygon ZM,0,PD 2348-002,58228826.73,171037,0, ,0, , , ,0,0,0,138909,City of Madison,Foundation,Residential,Primary, ,4638.141327,285.802728,0.000915,0,7382.966544,,
5291,Polygon ZM,0,PD 2348-002,58228826.73,11648,11648,B,37829, , , ,4335.181463,4335.181396,328.835166,0, , , , , ,0,0,0.001041,0,7957.615116,,
5292,Polygon ZM,0,PD 2348-002,58228826.73,170780,0, ,0, , , ,0,0,0,138589,City of Madison,Foundation,Residential,Primary, ,4694.990173,334.681588,0.001061,0,7957.615116,,
5293,Polygon ZM,0,PD 2348-002,58228826.73,11675,11675,B,37782, , , ,4321.78778,4321.787811,331.572753,0, , , , , ,0,0,0.001055,0,7602.967408,,
5294,Polygon ZM,0,PD 2348-002,58228826.73,173377,0, ,0, , , ,0,0,0,141418,City of Madison,Foundation,Residential,Primary, ,4694.995209,334.68146,0.001061,0,7602.967408,,
5295,Polygon ZM,0,PD 2348-002,58228826.73,11680,11680,B,37784, , , ,4318.787501,4318.787537,288.348616,0, , , , , ,0,0,0.000967,0,7545.858818,,
5296,Polygon ZM,0,PD 2348-002,58228826.73,169983,0, ,0, , , ,0,0,0,137630,City of Madison,Foundation,Residential,Primary, ,4318.791595,288.348911,0.000967,0,7545.858818,,
5297,Polygon ZM,0,PD 2348-002,58228826.73,11696,11696,B,6010, , , ,4312.844535,4312.844482,300.361589,0, , , , , ,0,0,0.000923,0,6808.339493,,
5298,Polygon ZM,0,PD 2348-002,58228826.73,174438,0, ,0, , , ,0,0,0,142708,City of Madison,Foundation,Residential,Primary, ,4312.853302,300.362207,0.000923,0,6808.339493,,
5299,Polygon ZM,0,PD 2348-002,58228826.73,11698,11698,B,38553, , , ,4312.079129,4312.079132,300.275955,0, , , , , ,0,0,0.00096,0,7106.410741,,
5300,Polygon ZM,0,PD 2348-002,58228826.73,171044,0, ,0, , , ,0,0,0,138917,City of Madison,Foundation,Residential,Primary, ,4611.501648,284.726248,0.00091,0,7106.410741,,
5301,Polygon ZM,0,PD 2348-002,58228826.73,11706,11706,B,37802, , , ,4309.741276,4309.741333,284.084408,0, , , , , ,0,0,0.000954,0,7528.017136,,
5302,Polygon ZM,0,PD 2348-002,58228826.73,175584,0, ,0, , , ,0,0,0,144121,City of Madison,Foundation,Residential,Primary, ,4309.741302,284.084922,0.000954,0,7528.017136,,
5303,Polygon ZM,0,PD 2348-002,58228826.73,11707,11707,B,37803, , , ,4309.743281,4309.743256,284.085394,0, , , , , ,0,0,0.000954,0,7527.981988,,
5304,Polygon ZM,0,PD 2348-002,58228826.73,175586,0, ,0, , , ,0,0,0,144124,City of Madison,Foundation,Residential,Primary, ,4309.74472,284.084923,0.000954,0,7527.981988,,
5305,Polygon ZM,0,PD 2348-002,58228826.73,11728,11728,B,773509, , , ,4301.04089,4301.040894,285.773938,0, , , , , ,0,0,0.000983,0,6076.369674,,
5306,Polygon ZM,0,PD 2348-002,58228826.73,169253,0, ,0, , , ,0,0,0,142576,City of Madison,Foundation,Commercial Services,Primary, ,4010.106995,293.834814,0.000996,0,6076.369674,,
5307,Polygon ZM,0,PD 2348-002,58228826.73,11753,11753,B,38543, , , ,4287.916143,4287.916107,284.41062,0, , , , , ,0,0,0.000935,0,7866.364051,,
5308,Polygon ZM,0,PD 2348-002,58228826.73,174258,0, ,0, , , ,0,0,0,142466,City of Madison,Foundation,Residential,Primary, ,5026.529938,297.370232,0.000987,0,7866.364051,,
5309,Polygon ZM,0,PD 2348-002,58228826.73,11762,11762,B,38544, , , ,4281.861217,4281.861237,280.417379,0, , , , , ,0,0,0.000922,0,7078.148147,,
5310,Polygon ZM,0,PD 2348-002,58228826.73,171032,0, ,0, , , ,0,0,0,138904,City of Madison,Foundation,Residential,Primary, ,4438.466583,299.509348,0.000986,0,7078.148147,,
5311,Polygon ZM,0,PD 2348-002,58228826.73,11782,11782,B,38534, , , ,4269.580824,4269.580811,313.547285,0, , , , , ,0,0,0.000952,0,6399.253414,,
5312,Polygon ZM,0,PD 2348-002,58228826.73,170864,0, ,0, , , ,0,0,0,138681,City of Madison,Foundation,Residential,Primary, ,4338.652405,307.821083,0.000935,0,6399.253414,,
5313,Polygon ZM,0,PD 2348-002,58228826.73,11836,11836,B,38510, , , ,4243.888051,4243.888092,378.581011,0, , , , , ,0,0,0.001212,0,7690.42475,,
5314,Polygon ZM,0,PD 2348-002,58228826.73,173633,0, ,0, , , ,0,0,0,141760,City of Madison,Foundation,Residential,Primary, ,4805.919281,380.794376,0.001226,0,7690.42475,,
5315,Polygon ZM,0,PD 2348-002,58228826.73,11893,11893,B,37788, , , ,4221.349961,4221.349884,286.947466,0, , , , , ,0,0,0.000963,0,7363.894742,,
5316,Polygon ZM,0,PD 2348-002,58228826.73,170798,0, ,0, , , ,0,0,0,138607,City of Madison,Foundation,Residential,Primary, ,4221.346161,286.947131,0.000963,0,7363.894742,,
5317,Polygon ZM,0,PD 2348-002,58228826.73,12009,12009,B,38548, , , ,4170.656617,4170.656677,278.665627,0, , , , , ,0,0,0.000919,0,7299.114404,,
5318,Polygon ZM,0,PD 2348-002,58228826.73,174278,0, ,0, , , ,0,0,0,142487,City of Madison,Foundation,Residential,Primary, ,4519.510864,283.77299,0.000935,0,7299.114404,,
5319,Polygon ZM,0,PD 2348-002,58228826.73,12180,12180,B,37793, , , ,4083.14991,4083.149902,297.329615,0, , , , , ,0,0,0.000963,0,7278.258737,,
5320,Polygon ZM,0,PD 2348-002,58228826.73,169985,0, ,0, , , ,0,0,0,137634,City of Madison,Foundation,Residential,Primary, ,4083.150299,297.329713,0.000963,0,7278.258737,,
5321,Polygon ZM,0,PD 2348-002,58228826.73,12181,12181,B,37805, , , ,4083.159047,4083.159027,297.330799,0, , , , , ,0,0,0.000963,0,7278.160129,,
5322,Polygon ZM,0,PD 2348-002,58228826.73,173550,0, ,0, , , ,0,0,0,141639,City of Madison,Foundation,Residential,Primary, ,4083.147369,297.32954,0.000963,0,7278.160129,,
5323,Polygon ZM,0,PD 2348-002,58228826.73,12222,12222,B,37792, , , ,4071.397394,4071.397369,277.677432,0, , , , , ,0,0,0.000888,0,7315.761247,,
5324,Polygon ZM,0,PD 2348-002,58228826.73,170270,0, ,0, , , ,0,0,0,137995,City of Madison,Foundation,Residential,Primary, ,4071.39624,277.677431,0.000888,0,7315.761247,,
5325,Polygon ZM,0,PD 2348-002,58228826.73,12223,12223,B,38547, , , ,4071.303728,4071.303802,291.371567,0, , , , , ,0,0,0.000938,0,6941.508909,,
5326,Polygon ZM,0,PD 2348-002,58228826.73,50275,0, ,0, , , ,0,0,0,132484,City of Madison,Foundation,Residential,Primary, ,4470.032196,281.031283,0.000895,0,6941.508909,,
5327,Polygon ZM,0,PD 2348-002,58228826.73,12226,12226,B,37790, , , ,4070.009009,4070.008972,290.202404,0, , , , , ,0,0,0.000969,0,7083.150147,,
5328,Polygon ZM,0,PD 2348-002,58228826.73,170803,0, ,0, , , ,0,0,0,138612,City of Madison,Foundation,Residential,Primary, ,4069.990021,290.20172,0.000969,0,7083.150147,,
5329,Polygon ZM,0,PD 2348-002,58228826.73,12227,12227,B,37789, , , ,4069.72892,4069.728912,293.665147,0, , , , , ,0,0,0.000981,0,7069.98245,,
5330,Polygon ZM,0,PD 2348-002,58228826.73,170804,0, ,0, , , ,0,0,0,138613,City of Madison,Foundation,Residential,Primary, ,4069.746246,293.665994,0.000981,0,7069.98245,,
5331,Polygon ZM,0,PD 2348-002,58228826.73,12237,12237,B,37800, , , ,4066.301744,4066.301727,289.214883,0, , , , , ,0,0,0.000921,0,7079.182381,,
5332,Polygon ZM,0,PD 2348-002,58228826.73,173557,0, ,0, , , ,0,0,0,141648,City of Madison,Foundation,Residential,Primary, ,4066.294434,289.21508,0.000921,0,7079.182381,,
5333,Polygon ZM,0,PD 2348-002,58228826.73,12238,12238,P,190611, , , ,4066.101045,4066.101013,291.753238,0, , , , , ,0,0,0.000877,0,46.045479,,
5334,Polygon ZM,0,PD 2348-002,58228826.73,169494,0, ,0, , , ,0,0,0,136963,City of Madison,Foundation,Commercial Services,Primary, ,10057.66721,576.437725,0.001865,0,46.045479,,
5335,Polygon ZM,0,PD 2348-002,58228826.73,12284,12284,B,37804, , , ,4048.852569,4048.852661,290.259495,0, , , , , ,0,0,0.00091,0,7109.311379,,
5336,Polygon ZM,0,PD 2348-002,58228826.73,49674,0, ,0, , , ,0,0,0,131746,City of Madison,Foundation,Residential,Primary, ,4048.84668,290.259435,0.00091,0,7109.311379,,
5337,Polygon ZM,0,PD 2348-002,58228826.73,12293,12293,B,37795, , , ,4045.377983,4045.37796,289.999328,0, , , , , ,0,0,0.00091,0,7135.061615,,
5338,Polygon ZM,0,PD 2348-002,58228826.73,173491,0, ,0, , , ,0,0,0,141575,City of Madison,Foundation,Residential,Primary, ,4045.370636,289.999549,0.00091,0,7135.061615,,
5339,Polygon ZM,0,PD 2348-002,58228826.73,12310,12310,B,37791, , , ,4039.563239,4039.563202,291.206804,0, , , , , ,0,0,0.00097,0,7025.211678,,
5340,Polygon ZM,0,PD 2348-002,58228826.73,169952,0, ,0, , , ,0,0,0,137597,City of Madison,Foundation,Residential,Primary, ,4039.570435,291.206998,0.00097,0,7025.211678,,
5341,Polygon ZM,0,PD 2348-002,58228826.73,12331,12331,S,3626268, , , ,4032.23013,4032.230072,1011.08912,0, , , , , ,0,0,0.003409,0,96.175893,,
5342,Polygon ZM,0,PD 2348-002,58228826.73,169391,0, ,0, , , ,0,0,0,136848,City of Madison,Foundation,Education,Accessory, ,130.904999,45.771472,0.000148,0,96.175893,,
5343,Polygon ZM,0,PD 2348-002,58228826.73,12331,12331,S,3626268, , , ,4032.23013,4032.230072,1011.08912,0, , , , , ,0,0,0.003409,0,656.285298,,
5344,Polygon ZM,0,PD 2348-002,58228826.73,170834,0, ,0, , , ,0,0,0,138649,City of Madison,Foundation,Education,Primary, ,7219.307129,351.032874,0.001182,0,656.285298,,
5345,Polygon ZM,0,PD 2348-002,58228826.73,12391,12391,B,37806, , , ,4012.43857,4012.438629,275.611087,0, , , , , ,0,0,0.00089,0,7190.056675,,
5346,Polygon ZM,0,PD 2348-002,58228826.73,170278,0, ,0, , , ,0,0,0,138006,City of Madison,Foundation,Residential,Primary, ,4012.434784,275.611619,0.00089,0,7190.056675,,
5347,Polygon ZM,0,PD 2348-002,58228826.73,12392,12392,B,37801, , , ,4012.255384,4012.255371,291.274017,0, , , , , ,0,0,0.00096,0,6988.166943,,
5348,Polygon ZM,0,PD 2348-002,58228826.73,173587,0, ,0, , , ,0,0,0,141679,City of Madison,Foundation,Residential,Primary, ,4012.265198,291.274551,0.00096,0,6988.166943,,
5349,Polygon ZM,0,PD 2348-002,58228826.73,12491,12491,B,37794, , , ,3968.475838,3968.475861,275.462991,0, , , , , ,0,0,0.000922,0,6918.307681,,
5350,Polygon ZM,0,PD 2348-002,58228826.73,170800,0, ,0, , , ,0,0,0,138609,City of Madison,Foundation,Residential,Primary, ,3968.479858,275.463429,0.000922,0,6918.307681,,
5351,Polygon ZM,0,PD 2348-002,58228826.73,12526,12526,B,37796, , , ,3952.553013,3952.553009,271.489639,0, , , , , ,0,0,0.000848,0,6996.045477,,
5352,Polygon ZM,0,PD 2348-002,58228826.73,173525,0, ,0, , , ,0,0,0,141613,City of Madison,Foundation,Residential,Primary, ,3952.548492,271.488999,0.000848,0,6996.045477,,
5353,Polygon ZM,0,PD 2348-002,58228826.73,12548,12548,B,5997, , , ,3941.444617,3941.44458,288.708854,0, , , , , ,0,0,0.000932,0,4682.301618,,
5354,Polygon ZM,0,PD 2348-002,58228826.73,174435,0, ,0, , , ,0,0,0,142705,City of Madison,Foundation,Residential,Primary, ,3941.44046,288.70978,0.000932,0,4682.301618,,
5355,Polygon ZM,0,PD 2348-002,58228826.73,12645,12645,B,4370, , , ,3898.774491,3898.774506,273.710287,0, , , , , ,0,0,0.000832,0,7155.633687,,
5356,Polygon ZM,0,PD 2348-002,58228826.73,167072,0, ,0, , , ,0,0,0,133935,City of Madison,Foundation,Commercial Services,Primary, ,6766.059723,373.066945,0.001202,0,7155.633687,,
5357,Polygon ZM,0,PD 2348-002,58228826.73,12940,12940,S,126291, , , ,3046.667067,3046.66687,1279.524859,0, , , , , ,0,0,0.004401,0,40.015389,,
5358,Polygon ZM,0,PD 2348-002,58228826.73,50274,0, ,0, , , ,0,0,0,132483,City of Madison,Foundation,Residential,Primary, ,13851.03803,550.51102,0.001737,0,40.015389,,
5359,Polygon ZM,0,PD 2348-002,58228826.73,12940,12940,S,126291, , , ,3046.667067,3046.66687,1279.524859,0, , , , , ,0,0,0.004401,0,39.995017,,
5360,Polygon ZM,0,PD 2348-002,58228826.73,171040,0, ,0, , , ,0,0,0,138913,City of Madison,Foundation,Residential,Primary, ,12919.80295,535.355721,0.001659,0,39.995017,,
5361,Polygon ZM,0,PD 2348-002,58228826.73,12968,12968,S,114253, , , ,3769.110171,3769.110107,2291.844698,0, , , , , ,0,0,0.007349,0,51.875006,,
5362,Polygon ZM,0,PD 2348-002,58228826.73,169982,0, ,0, , , ,0,0,0,137629,City of Madison,Foundation,Residential,Primary, ,5317.513031,479.439187,0.001704,0,51.875006,,
5363,Polygon ZM,0,PD 2348-002,58228826.73,12968,12968,S,114253, , , ,3769.110171,3769.110107,2291.844698,0, , , , , ,0,0,0.007349,0,196.196239,,
5364,Polygon ZM,0,PD 2348-002,58228826.73,170000,0, ,0, , , ,0,0,0,137650,City of Madison,Foundation,Residential,Primary, ,5594.199005,485.480172,0.001627,0,196.196239,,
5365,Polygon ZM,0,PD 2348-002,58228826.73,12968,12968,S,114253, , , ,3769.110171,3769.110107,2291.844698,0, , , , , ,0,0,0.007349,0,3.741862,,
5366,Polygon ZM,0,PD 2348-002,58228826.73,170809,0, ,0, , , ,0,0,0,138620,City of Madison,Foundation,Residential,Primary, ,2667.807587,275.149608,0.000832,0,3.741862,,
5367,Polygon ZM,0,PD 2348-002,58228826.73,13087,13087,B,4308, , , ,3726.477394,3726.477448,306.060862,0, , , , , ,0,0,0.001011,0,6181.694462,,
5368,Polygon ZM,0,PD 2348-002,58228826.73,174236,0, ,0, , , ,0,0,0,142444,City of Madison,Foundation,Residential,Primary, ,3504.119659,259.093778,0.000874,0,6181.694462,,
5369,Polygon ZM,0,PD 2348-002,58228826.73,13088,13088,B,4309, , , ,3726.443433,3726.443298,306.069531,0, , , , , ,0,0,0.001,0,5409.376332,,
5370,Polygon ZM,0,PD 2348-002,58228826.73,174230,0, ,0, , , ,0,0,0,142437,City of Madison,Foundation,Residential,Primary, ,4142.068268,312.191843,0.001022,0,5409.376332,,
5371,Polygon ZM,0,PD 2348-002,58228826.73,13089,13089,B,4307, , , ,3726.442555,3726.442627,306.061035,0, , , , , ,0,0,0.001011,0,5899.099193,,
5372,Polygon ZM,0,PD 2348-002,58228826.73,174231,0, ,0, , , ,0,0,0,142438,City of Madison,Foundation,Residential,Primary, ,4168.612762,295.896987,0.000979,0,5899.099193,,
5373,Polygon ZM,0,PD 2348-002,58228826.73,13105,13105,P,4383, , , ,3720.997352,3720.997375,316.139925,0, , , , , ,0,0,0.001018,0,301.114697,,
5374,Polygon ZM,0,PD 2348-002,58228826.73,170902,0, ,0, , , ,0,0,0,138727,City of Madison,Foundation,Residential,Primary, ,7080.341187,512.14498,0.001675,0,301.114697,,
5375,Polygon ZM,0,PD 2348-002,58228826.73,13111,13111,B,4306, , , ,3717.599578,3717.599457,299.217754,0, , , , , ,0,0,0.000986,0,5960.25388,,
5376,Polygon ZM,0,PD 2348-002,58228826.73,174234,0, ,0, , , ,0,0,0,142441,City of Madison,Foundation,Residential,Primary, ,3901.155273,307.046362,0.001011,0,5960.25388,,
5377,Polygon ZM,0,PD 2348-002,58228826.73,13133,13133,M,65258, , , ,3708.203769,3708.203796,247.537699,0, , , , , ,0,0,0.000813,0,6.040225,,
5378,Polygon ZM,0,PD 2348-002,58228826.73,169009,0, ,0, , , ,0,0,0,136566,City of Madison,Foundation,Commercial Sales,Primary, ,5662.123138,324.106984,0.00107,0,6.040225,,
5379,Polygon ZM,0,PD 2348-002,58228826.73,13133,13133,M,65258, , , ,3708.203769,3708.203796,247.537699,0, , , , , ,0,0,0.000813,0,5497.039692,,
5380,Polygon ZM,0,PD 2348-002,58228826.73,181884,0, ,0, , , ,0,0,0,150962,Dane County,Eave,Commercial Sales,Primary, ,3532.970856,241.415202,0.000792,0,5497.039692,,
5381,Polygon ZM,0,PD 2348-002,58228826.73,13165,13165,B,4305, , , ,3694.005361,3694.005341,292.285984,0, , , , , ,0,0,0.000935,0,5636.312966,,
5382,Polygon ZM,0,PD 2348-002,58228826.73,174257,0, ,0, , , ,0,0,0,142465,City of Madison,Foundation,Residential,Primary, ,3910.923279,288.187892,0.000916,0,5636.312966,,
5383,Polygon ZM,0,PD 2348-002,58228826.73,13245,13245,B,38538, , , ,3656.891641,3656.891602,360.196401,0, , , , , ,0,0,0.001182,0,6058.298664,,
5384,Polygon ZM,0,PD 2348-002,58228826.73,170242,0, ,0, , , ,0,0,0,137953,City of Madison,Foundation,Residential,Primary, ,3999.09494,363.311215,0.001196,0,6058.298664,,
5385,Polygon ZM,0,PD 2348-002,58228826.73,13349,13349,P,38541, , , ,3613.317631,3613.317596,379.113663,0, , , , , ,0,0,0.001217,0,170.28001,,
5386,Polygon ZM,0,PD 2348-002,58228826.73,170239,0, ,0, , , ,0,0,0,137950,City of Madison,Foundation,Residential,Primary, ,4997.284515,478.560978,0.001547,0,170.28001,,
5387,Polygon ZM,0,PD 2348-002,58228826.73,13349,13349,P,38541, , , ,3613.317631,3613.317596,379.113663,0, , , , , ,0,0,0.001217,0,395.682406,,
