FID_main__,DN,area,perimeter,FID_Pond_W,Shape_Leng,Shape_Area,Watershed_,Percent_Pe,Percent_Im,Calc_Area,
62843,255,11.52001953,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,11.51933194,
62857,255,10.43994141,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10.4394126,
62876,255,250.5593262,108,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,250.5453977,
62907,255,320.7597656,127.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,320.7420323,
62908,255,20.52001953,21.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,20.51886219,
62947,255,7.920166016,13.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,7.919545784,
62965,255,53.27929688,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,53.27705189,
62969,255,126.720459,69.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,126.7128157,
62988,255,38.16040039,36,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,38.15779418,
63055,255,35.99975586,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,35.9979679,
63083,255,16.19970703,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,16.19908905,
63110,255,73.80004883,42,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,73.7960106,
63153,255,310.6789551,140.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,310.6633002,
63166,255,10640.88696,2173.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10640.29958,
63169,255,392.4003906,154.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,391.4864376,
63179,255,39.59912109,31.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,39.59775393,
63241,255,5.759765625,10.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,5.759673529,
63471,255,150519.2483,21854.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1238.22107,
63540,255,5122.801514,973.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,5078.148772,
63565,255,12.59936523,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,12.59930907,
63621,255,4705.918213,1060.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,223.4141585,
63626,255,4580.63916,885.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,4580.384602,
63634,255,29.87988281,25.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,29.87827653,
64399,255,10.08007813,14.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10.07944307,
64805,255,283.3198242,136.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,283.3048161,
64915,255,23.0402832,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,23.03877174,
65014,255,491.4003906,144,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,22.57308713,
65314,255,1324.080078,283.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1324.008641,
65479,255,25.55932617,27.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,25.55861909,
65530,255,66.95874023,43.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,66.956397,
65694,255,15.11987305,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,15.11918773,
67506,255,17613.35986,1935.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10046.61552,
175079,255,29.16040039,30,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,29.15850234,130155.313
175080,255,67.3203125,43.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,67.31654934,
175164,255,41.76049805,39.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,41.75786385,
175476,255,3.600341797,8.400000001,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,3.59981602,
176901,255,25571.88257,1750.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1657.008473,
177556,255,171.359375,93.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,171.3513656,
177598,255,36,27.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,35.99819556,
177677,255,166.3205566,66,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,104.4770043,
177679,255,105.1193848,61.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,105.1146737,
177805,255,256.3208008,112.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,256.3070889,
177822,255,10.07958984,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.07949584,
177858,255,12.24023438,16.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,12.23938039,
178069,255,4.320068359,9.599999999,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,4.319781316,
178071,255,1156.322021,312,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,780.4720813,
178085,255,21.60009766,21.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,21.59890328,
178165,255,172.7998047,87.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,172.7912895,
178342,255,61.19995117,40.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,61.1969157,
178438,255,155.1601563,76.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,155.1522058,
178597,255,32.3996582,27.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,32.39837027,
178710,255,44.2800293,32.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,44.27767355,
178725,255,9.359863281,14.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,9.359526422,
178888,255,51.84008789,36,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,51.83738839,
178889,255,40.3203125,30,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,40.31797225,
178979,255,118.440918,57.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1.052447828,
179140,255,41.76000977,38.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,41.75788393,
179145,255,181.0793457,92.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,181.0708881,
179268,255,10.79980469,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.79946008,
179370,255,191.5197754,103.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,191.5103575,
179472,255,30.60009766,30,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,30.59845512,
179482,255,8.999755859,13.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,8.999552066,
179535,255,294.8400879,112.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,144.7644086,
179559,255,74.16015625,49.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,2.517545711,
179567,255,1998.718262,488.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1998.614574,
179599,255,139.6794434,68.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,139.6729646,
179705,255,20.51977539,21.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,20.51900396,
179721,255,10.07958984,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.07950312,
179788,255,12.23950195,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,12.23940627,
179793,255,361.7993164,128.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,361.7816182,
179841,255,11.15991211,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,11.15944499,
179864,255,397.4396973,169.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,397.4200242,
179887,255,120.5983887,85.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,120.5938924,
179899,255,479.1591797,184.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,457.4545826,
179915,255,174.5998535,85.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,107.6165409,
179958,255,7.560058594,12,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,7.559617036,
180054,255,59.75976563,50.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,59.75697227,
180071,255,82.79956055,52.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,82.7957754,
180118,255,16.92016602,19.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,3.681442697,
180199,255,26.28051758,26.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,26.27868128,
180215,255,200.5202637,88.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,200.5097511,
180220,255,478.0786133,148.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,478.0557216,
180221,255,295.5603027,135.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,295.5456138,
180238,255,27.3605957,32.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,27.35855944,
180300,255,6.120117188,10.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,6.119703748,
180307,255,12.24023438,18,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,12.23940309,
180316,255,0.719970703,3.600000001,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,0.7199622,
180317,255,2.879882813,8.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,2.879855529,
180318,255,1.439941406,6.000000001,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1.439931376,
180380,255,50.75976563,40.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,50.75732348,
180381,255,62.2800293,48,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,62.27684039,
180404,255,11.16015625,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,11.15943656,
180478,255,379.8015137,146.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,210.6373511,
180499,255,33.48022461,28.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,33.47836841,
180515,255,778.3198242,177.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,98.87533678,
180529,255,47.15991211,39.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,47.15766486,
180542,255,14.40014648,19.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,14.39925653,
180569,255,4167.356689,837.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,3423.4176,
180633,255,14.40014648,18,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,14.39928786,
180696,255,7.199951172,12,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,7.199639486,
180701,255,12.60009766,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,12.59937682,
180702,255,10.80004883,16.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.79946979,
180792,255,37.43945313,36,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,37.43818465,
180793,255,318.2409668,144,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,318.2249429,
180822,255,55.80004883,34.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,55.79714354,
180847,255,4.680175781,9.599999999,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,4.679753999,
180851,255,14.76000977,18,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,14.75925516,
180852,255,16.20043945,20.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,16.19922092,
180859,255,14.76000977,19.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,14.75927435,
180906,255,9.359619141,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,9.359545584,
180959,255,74.15991211,43.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,74.15652318,
180969,255,130.6799316,62.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,130.6733163,
181054,255,38.15966797,33.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,38.1581154,
181098,255,656.638916,253.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,656.6085049,
181101,255,26.63989258,25.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,26.63864861,
181104,255,12.23999023,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,12.23935428,
181111,255,942.1208496,199.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,942.0744315,
181150,255,7.919921875,13.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,7.919587833,
181172,255,96.84033203,49.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,96.83504346,
181200,255,98.2800293,54,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,98.27526679,
181215,255,66.6003418,40.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,66.5966414,
181276,255,10.43969727,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.43945008,
181308,255,115.1999512,51.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,115.194581,
181345,255,105.8400879,49.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,105.8345898,
181349,255,344.5200195,103.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,344.5018893,
181393,255,1702.443604,554.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1702.353551,
181431,255,18.00024414,20.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,17.99915835,
181511,255,119.1599121,56.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,119.1542629,
181654,255,127.8007813,85.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,127.7935134,
181659,255,16.91967773,19.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,16.91914592,
181666,255,15.12011719,18,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,15.11923032,
181716,255,14.40014648,18,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,14.39923715,
181757,255,119.1599121,62.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,119.1541235,
181763,255,61.91943359,38.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,61.91671542,
181764,255,586.4401855,198,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,586.4126929,
181782,255,21.23974609,22.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,21.23887517,
181783,255,15.84008789,19.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,15.83919625,
181791,255,3026.163086,788.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,3026.009642,
181801,255,155.1606445,81.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,155.1520718,
181811,255,41.3996582,39.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,41.39790414,
181872,255,31.6796875,27.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,31.67838829,
181913,255,34.55957031,27.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,34.55828734,
181917,255,50.75952148,33.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,50.75742376,
181926,255,21.9597168,25.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,21.95889719,
182015,255,43.56005859,34.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,43.55775543,
182040,255,756.0009766,188.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,755.9628416,
182043,255,117.0004883,50.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,116.9938005,
182044,255,221153.7681,27568.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,79478.47832,
182053,255,41.0402832,30,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,41.03783408,
182057,255,7714.437256,1456.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,7714.07319,
182063,255,62.99975586,38.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,62.99670365,
182073,255,49.67993164,44.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,49.67740968,
182076,255,31.32006836,30,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,31.3184362,
182095,255,166.3203125,79.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,166.3113937,
182111,255,303.4799805,102,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,303.4655438,
182118,255,48.24023438,40.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,48.23767331,
182119,255,13.32006836,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,13.31936854,
182208,255,26.2800293,28.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,26.27875156,
182240,255,80.2800293,51.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,80.27603013,
182247,255,58.67993164,38.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,58.67710913,
182300,255,29.52050781,28.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,29.51851167,
182306,255,28.07983398,26.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,28.07853594,
182310,255,85.68066406,50.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,85.67584093,
182387,255,31.31958008,25.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,31.31847148,
182401,255,11.88037109,16.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,11.8793971,
182443,255,29.88037109,27.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,29.8784986,
182473,255,163.4404297,80.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,163.4314861,
182477,255,145.440918,80.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,145.4324604,
182497,255,104.3999023,50.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,104.3946451,
182501,255,458.2807617,168,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,458.2564018,
182506,255,288.7199707,126,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,288.7048373,
182549,255,59.03979492,34.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,59.03686747,
182573,255,21.24023438,22.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,21.23891682,
182600,255,26.28051758,22.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,26.27875567,
182609,255,8.639648438,13.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,8.639572918,
182621,255,234.3583984,106.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,234.3476257,
182622,255,2213.28125,393.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,2213.169893,
182638,255,966.2412109,396,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,966.1907999,
182645,255,7067.159424,1536,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,6546.077906,
182671,255,2938.679932,571.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,2938.538823,
182673,255,972.7185059,364.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,972.6693282,
182945,255,58.67919922,39.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,58.12020484,
182971,255,10.43969727,14.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,10.43947207,
182979,255,94.68066406,49.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,94.67547593,
182991,255,222.1196289,102,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,222.109,
182992,255,121.3203125,63.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,111.7938712,
183008,255,22.3203125,21.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,22.31887782,
183009,255,13.68017578,16.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,13.67932058,
183019,255,7.920166016,13.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,7.919612445,
183023,255,330.4790039,130.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,330.46412,
183056,255,202.3203125,84,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,183.5745206,
183080,255,333.3605957,152.4,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,333.3437643,
183108,255,416.5209961,151.2,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,297.8745148,
183131,255,9.359619141,15.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,1.407970729,
183232,255,120.5996094,78,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,0.111415468,
183234,255,528.840332,202.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,424.6903945,
183321,255,815.3981934,292.8,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,482.3039742,
183522,255,4767.841797,831.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,199.6379673,
185334,255,10817.27759,2715.6,30,4897.979859,649512.9681,Dobson A22,71.58,28.42,309.8021647,
90996,255,203.3996582,90,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,28.06695768,23780.25252
91335,255,32.0402832,27.6,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,32.03874495,
91354,255,8.280029297,13.2,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,8.279684491,
91554,255,292.3198242,111.6,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,292.3088101,
92564,255,466.199707,138,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,134.3537006,
93328,255,72.71923828,50.4,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,72.71723709,
93528,255,130.6801758,67.2,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,34.53628296,
94058,255,117.7194824,64.8,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,10.53885389,
95933,255,14015.88037,2480.4,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,10804.24698,
91834,255,44297.27808,4752,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,12219.53633,
90996,255,203.3996582,90,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,3.593753067,
91834,255,44297.27808,4752,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,63.84972237,
92564,255,466.199707,138,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,12.37813377,
93528,255,130.6801758,67.2,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,16.22873186,
94058,255,117.7194824,64.8,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,2.963184897,
95933,255,14015.88037,2480.4,49,1958.505657,89076.46292,Dobson A4,91.77,8.23,44.61541303,
112850,255,167.0385742,63.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,167.0322824,132584.0061
112984,255,33.84057617,28.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,33.83844354,
113015,255,19.44042969,20.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,19.43910434,
113065,255,46.0793457,34.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,19.99504848,
113190,255,2091.240479,468,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,584.7423039,
113549,255,488.5202637,238.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,298.096409,
113635,255,56.88037109,43.2,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,19.88701656,
113694,255,22.6796875,26.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,22.67902135,
113791,255,25.19946289,31.2,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,20.53814836,
114343,255,1189.079102,318,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,1027.209024,
114507,255,132.4799805,55.2,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,132.4744295,
114522,255,19.80004883,22.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,19.79914638,
114642,255,3622.32251,891.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,2898.675372,
114646,255,71.99975586,48,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,71.99696305,
114872,255,137.8793945,68.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,137.8740019,
114888,255,258.8415527,92.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,258.8288309,
114923,255,2627.280762,728.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,2627.1677,
115124,255,91.07983398,69.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,91.0760482,
115152,255,162.3603516,69.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,162.3530655,
115238,255,332.6396484,141.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,332.6256702,
115293,255,24.12036133,22.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,24.11899577,
115323,255,30.60009766,27.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,30.59872204,
115420,255,240.1206055,75.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,240.1097154,
115463,255,32.3996582,38.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,32.39851648,
115480,255,149.3996582,66,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,149.3935128,
115512,255,14.76025391,18,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,14.75938554,
115552,255,77.75976563,44.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,5.286935936,
115565,255,25.56054688,24,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,25.55886954,
115624,255,123.8400879,57.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,123.8346447,
115633,255,2322.355713,729.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,2322.26215,
115673,255,107.2802734,58.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,107.2755522,
115677,255,29.87915039,30,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,29.87867947,
115781,255,7.200195313,14.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,7.199664535,
115782,255,30.95996094,34.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,30.95864958,
115783,255,7.559814453,14.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,7.559687755,
115846,255,21.23974609,25.2,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,21.23900223,
115887,255,142.2001953,82.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,142.1940355,
115931,255,1294.921875,434.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,1294.864461,
115934,255,3914.638428,765.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,3880.141811,
115972,255,181.0793457,78,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,181.072265,
115987,255,76.32055664,56.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,76.31670314,
116002,255,75.24023438,40.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,75.23646413,
116141,255,150.4794922,78,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,150.4734241,
116171,255,38.15991211,28.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,38.15839515,
116178,255,6.479980469,10.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,6.479699385,
116247,255,65.87963867,45.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,65.87719639,
116300,255,125.6394043,60,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,125.6345373,
116337,255,15.11962891,18,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,15.11933887,
116359,255,2050.918457,369.6,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,41.10084446,
116371,255,62.27978516,37.2,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,9.35564711,
116514,255,19.08007813,20.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,19.0791704,
116547,255,970.5581055,320.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,970.5182698,
116557,255,69.84057617,40.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,6.281968396,
116595,255,311.0407715,122.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,311.0266752,
116658,255,18.71972656,20.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,18.71919757,
116676,255,228.9597168,112.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,228.9503758,
116686,255,40.3203125,28.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,40.31825647,
116746,255,120.5991211,62.4,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,120.5947684,
116822,255,88.56005859,52.8,25,4161.569289,824479.3718,Dobson A5,69.1,30.9,88.55619436,
