FID_main__,DN,area,perimeter,FID_Pond_W,Shape_Leng,Shape_Area,Watershed_,Percent_Pe,Percent_Im,Calc_Area,
170865,255,4.319824219,10.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,4.319492014,98149.61257
170866,255,0.719970703,3.600000001,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,0.719915726,
170881,255,73.08007813,42,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,73.07140768,
171063,255,23.0402832,21.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,23.03728347,
171113,255,57.24023438,40.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,57.23334038,
171147,255,203.4001465,103.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,203.3763155,
171263,255,32.04003906,26.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,32.03627088,
171633,255,21.23999023,22.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,0.080044215,
171791,255,70.19995117,46.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,70.19187656,
171824,255,26.28027344,25.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,11.54055686,
171975,255,37.44018555,32.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,37.43557681,
172016,255,196.5600586,96,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,76.42374278,
172180,255,9.360107422,14.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,9.358902063,
172422,255,11.88012695,14.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,11.8786184,
172492,255,0.360107422,2.399999999,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,0.359958229,
172593,255,22.31933594,24,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,22.31735311,
172713,255,14.40014648,22.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,14.39830903,
172786,255,82.79931641,42,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,82.7901356,
172849,255,34.55957031,27.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,34.55599006,
172857,255,20.87988281,20.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,20.8775148,
172985,255,772.5585938,313.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,772.4705071,
173028,255,16.20019531,18,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,16.19812397,
173033,255,274.3188477,110.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,268.9692357,
173043,255,21.96020508,26.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,21.95738344,
173055,255,14.40014648,19.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,14.39828574,
173056,255,39.95996094,34.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,39.95527985,
173063,255,5311.442871,993.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,5310.814332,
173129,255,64.44042969,42,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,64.43241892,
173175,255,598.6811523,210,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,598.6105271,
173180,255,124.9191895,60,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,124.9051482,
173284,255,248.4001465,92.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,248.371277,
173288,255,58.31933594,46.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,23.6981426,
173292,255,45.3605957,31.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,45.35459859,
173301,255,23.04003906,27.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,23.03729202,
173456,255,34.56054688,26.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,34.5558847,
173457,255,42.11914063,32.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,42.11510776,
173460,255,12.60009766,15.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,12.59851846,
173482,255,214.5605469,103.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,214.5344825,
173569,255,413.2790527,159.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,413.232333,
173613,255,125.9992676,66,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,125.9849867,
173671,255,51.11914063,37.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,51.1139586,
173672,255,58.31958008,37.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,58.31311374,
173893,255,137.880127,73.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,137.8636368,
173908,255,61.92016602,37.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,61.91269486,
173922,255,14.39990234,18,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,14.39828708,
173925,255,64.43896484,42,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,64.4323619,
173970,255,70.20068359,42,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,70.19186763,
174019,255,38.15991211,28.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,38.15549839,
174145,255,839.1584473,367.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,839.0624341,
174153,255,18.72045898,20.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,18.71777728,
174210,255,113.3999023,56.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,110.0402424,
174244,255,41.0402832,31.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,41.03515827,
174284,255,41.3996582,32.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,41.39517715,
174305,255,34.19995117,27.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,34.19596094,
174393,255,294.1201172,117.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,294.0856719,
174405,255,52.91967773,34.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,52.91383232,
174450,255,38.51928711,30,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,38.51544691,
174471,255,38.51977539,33.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,38.51551737,
174556,255,56.16015625,36,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,56.15345567,
174557,255,674.998291,216,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,674.9216607,
174604,255,7.199951172,12,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,7.199154174,
174705,255,14.03979492,21.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,14.03836015,
174732,255,30.60009766,38.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,30.5964227,
174819,255,36.36010742,28.8,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,36.35577216,
174853,255,43.56005859,33.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,43.55492746,
174912,255,18.00024414,20.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,17.99787214,
175005,255,1876.320313,518.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,1250.713757,
175088,255,244.0803223,114,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,244.0516801,
175252,255,118.0805664,54,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,118.0663155,
175269,255,127.4404297,80.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,127.4249708,
175300,255,1370.161133,393.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,1370.000299,
175356,255,793.4411621,212.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,367.8417483,
175382,255,9.359863281,13.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,9.35890074,
175427,255,10.80029297,14.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,10.79873911,
175468,255,47.15966797,33.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,47.15452052,
175510,255,289.8007813,99.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,289.7662857,
175533,255,41.0390625,32.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,41.03521486,
175554,255,68.39941406,37.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,68.39201373,
175582,255,192.2387695,68.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,15.09030171,
175591,255,80.99951172,44.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,80.99062152,
175602,255,9.359863281,13.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,9.358912868,
175621,255,146.1589355,75.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,146.1430905,
176056,255,16.19995117,19.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,16.19813279,
176341,255,192.2392578,81.6,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,96.41574508,
176783,255,8.280029297,13.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,8.279028441,
177123,255,73.43945313,61.2,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,73.43134851,
195134,255,1973388.604,207692.4,2,2826.445432,375875.1497,Baxter Park,66.06,33.94,81671.22821,
51243,255,20.15991211,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,6.354625208,145105.3955
51269,255,18,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,3.709322539,
51346,255,52.55932617,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,52.55715775,
51363,255,21.6003418,21.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,21.17212107,
51429,255,33.11962891,31.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,8.23975569,
51449,255,61.55932617,36,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,61.55663266,
51544,255,160.199707,61.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,160.1913432,
51592,255,22.32006836,22.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,22.31878613,
51609,255,292.6787109,97.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,292.6641025,
51622,255,37.44018555,31.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,37.43795654,
51634,255,36.36010742,28.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,36.35801884,
51748,255,109.7998047,56.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,109.794289,
51762,255,85.32006836,45.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,85.31538769,
51798,255,141.8410645,85.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,141.8325465,
51851,255,127.0808105,54,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,127.0730993,
51861,255,52.56030273,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,52.55725184,
51926,255,30.95996094,27.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,30.95836801,
52000,255,214.1999512,103.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,214.1885071,
52062,255,49.68017578,51.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,49.67738041,
52065,255,133.5605469,66,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,133.5530503,
52076,255,16.56005859,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,16.55910354,
52087,255,16.20019531,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,16.19913076,
52090,255,45.35986328,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,45.3575371,
52141,255,221.7600098,103.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,221.7480236,
52193,255,54.72094727,36,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,54.71712836,
52273,255,114.8395996,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,114.8339942,
52348,255,69.12011719,42,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,69.11631282,
52349,255,44.99975586,34.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,44.99764205,
52350,255,92.87988281,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,92.87517695,
52358,255,2354.039795,505.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,955.0119956,
52393,255,49.3203125,34.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,49.31740156,
52441,255,82.0793457,44.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,82.07559265,
52514,255,66.95922852,43.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,66.95639443,
52567,255,14441.76099,3165.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,119.8088537,
52642,255,299.8798828,105.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,299.8639478,
52643,255,143.9990234,60,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,143.9925749,
52644,255,174.5998535,98.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,174.5908258,
52650,255,97.91992188,48,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,97.91492074,
52653,255,281.5197754,145.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,281.5047477,
52797,255,65.87988281,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,65.87645211,
52798,255,91.43945313,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,91.43503908,
52863,255,87.48046875,50.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,87.47537488,
52872,255,79.20019531,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,79.19589395,
52925,255,18.00048828,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,17.99906298,
52945,255,98.99926758,60,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,98.99465787,
52985,255,14.75952148,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,14.75924173,
53083,255,167.0395508,78,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,167.0310189,
53101,255,42.48046875,36,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,42.47772958,
53117,255,112.6796875,52.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,112.6740352,
53145,255,178.2001953,66,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,178.1906016,
53153,255,20.15966797,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,20.15895586,
53221,255,167.0405273,87.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,167.03099,
53273,255,16.19946289,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,16.19914347,
53355,255,70.92114258,48,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,70.91613374,
53356,255,98.27929688,50.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,98.27479118,
53359,255,206.2802734,72,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,206.2689267,
53400,255,107.6403809,55.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,107.6343992,
53453,255,90.7199707,54,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,90.7153018,
53517,255,118.4406738,60,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,118.4336154,
53541,255,37.07983398,30,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,37.07801337,
53556,255,7.559814453,12,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,7.559605069,
53596,255,28.44018555,24,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,28.43847449,
53597,255,75.59985352,42,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,75.59598716,
53654,255,9.719970703,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,9.719478901,
53655,255,95.40014648,52.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,95.39495539,
53659,255,454.6791992,148.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,273.1708131,
53662,255,77.39892578,45.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,77.3957651,
53677,255,61.56030273,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,61.55677368,
53719,255,171.7199707,76.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,171.7106252,
53781,255,674.6401367,286.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,674.6052692,
53809,255,136.7998047,61.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,136.7927529,
53810,255,86.40014648,51.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,86.39548501,
53823,255,69.12036133,40.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,69.11623065,
53826,255,58.31958008,34.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,58.31681251,
53831,255,126,55.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,125.9933077,
53931,255,51.12011719,36,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,51.11731673,
53948,255,77.0402832,44.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,77.03603905,
53951,255,72.71923828,43.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,72.71602361,
53964,255,300.5986328,108,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,300.5843715,
54021,255,206.6396484,80.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,206.629311,
54056,255,38.51977539,30,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,38.51789106,
54057,255,11.16040039,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,11.15941578,
54088,255,96.11962891,52.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,96.11472143,
54090,255,67.68041992,54,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,67.67641157,
54098,255,105.8400879,51.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,105.8343686,
54109,255,49.3203125,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,49.31742062,
54146,255,8.279541016,14.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,8.279569401,
54194,255,22.32006836,24,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,22.31882692,
54203,255,42.83935547,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,42.83779843,
54219,255,15.83984375,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,15.83918166,
54226,255,1645.199463,524.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1645.110906,
54336,255,94.32055664,50.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,94.31499071,
54343,255,343.7983398,124.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,343.7811818,
54383,255,173.5202637,67.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,173.5106653,
54402,255,8690.765625,2124,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,6918.277597,
54409,255,140.7597656,61.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,140.7526301,
54412,255,34.19946289,31.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,34.19824607,
54454,255,65.87988281,38.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,65.87658268,
54499,255,61.92016602,50.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,61.91665143,
54567,255,207.3601074,79.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,207.3492823,
54599,255,181.8010254,73.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,181.7902496,
54633,255,3334.68335,760.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,76.10089499,
54700,255,205.5593262,74.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,205.5487305,
54710,255,38.87963867,31.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,38.87798353,
54772,255,206.2800293,70.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,206.2687332,
54776,255,0.720214844,3.599999999,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,0.719961307,
54777,255,0.360107422,2.399999999,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,0.359981123,
54818,255,190.0803223,86.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,190.0698975,
54856,255,311.0405273,129.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,311.0233802,
54857,255,110.520752,51.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,110.5141505,
54858,255,77.75976563,46.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,77.75598379,
54967,255,1788.123535,633.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1788.025819,
55005,255,260.6391602,108,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,260.6257386,
55017,255,108.720459,51.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,108.7142143,
55021,255,60.84008789,39.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,60.83684671,
55028,255,141.8405762,64.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,141.8325053,
55105,255,87.47998047,43.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,87.47548539,
55110,255,16.91967773,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,3.032888845,
55174,255,235.4396973,93.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,235.4271112,
55178,255,126.7199707,64.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,126.7133729,
55196,255,115.199707,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,115.1938781,
55215,255,14.0402832,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,14.03924202,
55243,255,127.800293,68.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,127.793281,
55286,255,78.84057617,45.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,78.83582571,
55287,255,52.56005859,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,52.55727804,
55352,255,11.88012695,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,11.87934799,
55401,255,917.2792969,385.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,917.2301545,
55415,255,53.27978516,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,53.27718668,
55416,255,62.27954102,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,62.2767885,
55422,255,24.12011719,22.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,24.11867259,
55441,255,31.32006836,27.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,31.31816544,
55479,255,866.1604004,295.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,866.113275,
55485,255,181.440918,72,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,181.4303054,
55491,255,490.3203125,165.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,490.2937234,
55502,255,37.43945313,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,37.43793244,
55523,255,147.239502,62.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,147.232035,
55568,255,48.60009766,39.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,48.59737917,
55586,255,58.68041992,34.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,58.67696284,
55594,255,18.72021484,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,18.71898137,
55628,255,10.44018555,14.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10.43942227,
55639,255,302.3994141,141.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,302.3841618,
55640,255,1099.438232,398.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,23.94986446,
55655,255,169.9196777,96,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,169.9110598,
55706,255,7.919921875,13.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,7.639627172,
55721,255,74.16040039,43.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,74.15565493,
55731,255,39.23999023,32.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,39.23790139,
55737,255,16.20019531,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,16.1991022,
55738,255,140.4001465,56.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,140.3927606,
55745,255,22.32006836,22.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,22.31882954,
55773,255,100.0800781,52.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,100.0746184,
55774,255,1787.760498,457.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1787.666851,
55785,255,27.72021484,30,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,27.71852259,
55794,255,94.31933594,49.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,94.31479049,
55825,255,27.7199707,25.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,27.71845967,
55856,255,477,178.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,476.9738463,
55865,255,93.24023438,46.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,93.23499912,
55872,255,126.3596191,56.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,126.353156,
55900,255,15.47998047,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,15.47914749,
55901,255,81.35961914,46.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,81.35579354,
55922,255,18,20.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,17.99899788,
55963,255,90.71948242,44.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,90.71526066,
55965,255,89.99902344,48,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,89.99536202,
55978,255,65.88061523,38.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,65.87647723,
56001,255,23.76025391,22.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,23.75872018,
56002,255,1154.161133,364.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,1154.100825,
56071,255,99.00024414,55.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,98.99480613,
56105,255,17.99975586,18,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,17.99905682,
56123,255,103.6796875,52.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,103.6742447,
56182,255,975.5974121,409.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,975.5483323,
56187,255,208.7990723,87.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,208.788888,
56195,255,140.7600098,60,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,140.7522832,
56203,255,158.3999023,64.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,158.3913481,
56218,255,222.840332,104.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,222.8284225,
56265,255,23.39990234,26.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,23.39873932,
56268,255,22.31933594,24,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,22.31876052,
56281,255,118.0795898,56.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,118.0739169,
56283,255,89.28051758,50.4,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,89.27533394,
56352,255,6.840087891,12,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,6.839639699,
56366,255,70.91992188,39.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,70.91623986,
56394,255,45.35986328,33.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,45.35762304,
56402,255,10.43969727,15.6,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,10.43938824,
56431,255,18.359375,19.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,18.35903372,
56432,255,52.92016602,37.2,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,52.91726527,
56441,255,15.11987305,16.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,15.1191683,
56442,255,15.11987305,16.8,24,6413.89801,1122699.56,Commercial Ave,62.83,37.17,15.11920893,
